,Attendance,Streak_Same_Mkt_Team
5043,25658,-3
5044,24208,-4
5045,35067,-5
5046,20673,-6
5047,17273,-1
5048,35067,-2
5049,26967,-3
5050,27084,1
5051,36067,2
5052,31417,3
5053,20468,-1
5054,27429,-1
5055,32333,-2
5056,25877,-3
5057,13309,-4
5058,17479,-4
5059,23638,-5
5060,35067,2
5061,28304,3
5062,23263,-1
5063,14261,-1
5064,18278,-2
5065,16487,-3
5066,17491,1
5067,35067,2
5068,21114,3
5069,11112,-1
5070,13041,-2
5071,18641,1
5072,15603,-1
5073,35067,1
5074,18639,-1
5075,23495,1
5076,16133,-1
5077,18886,-2
5078,11569,1
5079,15502,-1
5080,20340,1
5081,18824,-1
5082,14629,3
5083,18771,3
5084,20260,4
5085,11461,-1
5086,36067,1
5087,26393,-1
5088,30589,-2
5089,15134,-1
5090,11236,1
5091,30290,3
5092,32852,4
5093,18234,-1
5094,33166,-2
5095,16382,-3
5096,13297,1
5097,15744,-1
5098,18340,-2
5099,11019,5
5100,12106,6
5101,20159,1
5102,36067,2
5103,28205,-1
5104,10120,1
5105,13826,2
5106,18035,-1
5107,35067,5
5108,21549,-1
5109,15590,1
5110,21860,2
5111,23384,3
5112,35067,4
5113,32231,-1
5114,36067,1
5115,36067,-1
5116,36067,-2
5117,12412,-3
5118,21288,-3
5119,23175,-4
5120,24371,-5
5121,28602,-5
5122,32873,-6
5123,36067,1
5124,32913,-1
5125,22322,-2
5126,20236,-3
5127,22897,1
5128,36067,2
5129,36067,-1
5130,27232,1
5131,36067,2
5132,30124,3
5133,22908,1
5134,28310,2
5135,22759,3
5136,35067,1
5137,30097,2
5138,22612,-1
5139,18479,1
5140,16335,2
5141,21513,-1
5142,22108,1
5143,20196,-1
5144,32074,-2
5145,25598,-3
5146,23498,2
5147,20312,-1
5148,33810,2
5149,36067,3
5150,36067,-1
5151,36067,6
5152,23859,-1
5153,17073,1
5154,21130,-1
5155,28668,1
5156,25533,2
5157,19835,-3
5158,17530,1
5159,17574,2
5160,35067,2
5161,31848,-1
5162,25126,-2
5163,25455,-3
5164,27588,1
5165,27989,-1
5166,15025,1
5167,19479,-1
5168,16045,1
5169,30114,2
5170,24355,-1
5171,32282,-2
5172,18205,3
5173,24342,-1
5174,22080,1
5175,17674,-1
5176,16212,1
5177,19534,-1
5178,19743,1
5179,24605,1
5180,22389,2
5181,21464,-2
5182,28445,1
5183,33195,2
5184,25380,-2
5185,22758,1
5186,20387,2
5187,21795,3
5188,23540,4
5189,25223,5
5190,25457,-1
5191,14617,-1
5192,14290,1
5193,14489,2
5194,20625,1
5195,16643,-1
5196,25528,1
5197,26471,2
5198,29137,3
5199,27365,2
5200,28619,-1
5201,22477,1
5202,12125,2
5203,19206,2
5204,17655,-1
5205,13062,-2
5206,35067,-3
5207,18915,-4
5208,22163,-5
5209,23462,3
5210,30778,4
5211,20286,5
5212,19364,-1
5213,18827,1
5214,19045,2
5215,13173,1
5216,28152,1
5217,19046,-1
5218,21498,1
5219,11476,-1
5220,16328,-2
5221,20176,1
5222,16172,2
5223,18908,-1
5224,25091,-2
5225,20278,-3
5226,35067,-1
5227,26122,1
5228,20671,-2
5229,35067,1
5230,19425,-1
5231,12054,-2
5232,14178,-3
5233,13392,-4
5234,16382,-6
5235,27387,-7
5236,19534,1
5237,22214,2
5238,11364,-1
5239,13387,1
5240,16524,1
5241,16445,2
5242,14452,-1
5243,36067,-2
5244,36067,-3
5245,36067,1
5246,10478,1
5247,16468,2
5248,12577,-1
5249,13371,1
5250,13492,1
5251,11216,2
5252,19451,-2
5253,25564,-3
5254,29668,1
5255,20159,3
5256,23084,-1
5257,24135,-2
5258,10535,1
5259,12584,2
5260,16238,3
5261,10068,5
5262,12718,5
5263,14323,6
5264,17456,7
5265,28235,8
5266,26356,-1
5267,25237,1
5268,22498,5
5269,24154,-1
5270,20522,1
5271,17248,2
5272,12767,-1
5273,11345,1
5274,13453,2
5275,13101,3
5276,10115,4
5277,14236,5
5278,24591,5
5279,25078,6
5280,22846,7
5281,14810,-1
5282,13586,1
5283,32810,-2
5284,36067,-3
5285,15710,1
5286,28846,2
5287,21831,-1
5288,19192,4
5289,27510,-1
5290,21626,-2
5291,10651,-3
5292,15143,-3
5293,20231,-4
5294,14412,-5
5295,15250,-5
5296,30436,-6
5297,17642,1
5298,25182,1
5299,32358,-1
5300,23450,1
5301,10407,-1
5302,13573,1
5303,13481,-1
5304,16610,1
5305,14073,1
5306,35067,-1
5307,21203,1
5308,10114,-2
5309,13141,-2
5310,12795,-3
5311,21376,-1
5312,30045,-2
5313,25139,1
5314,18149,-1
5315,12298,-2
5316,11866,1
5317,19385,-1
5318,18438,1
5319,13610,2
5320,10072,-2
5321,12139,-3
5322,11197,1
5323,26367,1
5324,16736,-1
5325,17048,1
5326,36067,-1
5327,11225,-1
5328,13405,1
5329,13292,-1
5330,15385,-1
5331,20140,1
5332,10406,-2
5333,12091,-2
5334,14031,1
5335,10707,-1
5336,15255,-1
5337,20722,-2
5338,24165,-3
5339,17519,1
5340,16651,-1
5341,23227,-2
5342,10292,-3
5343,11383,-4
5344,11061,-5
5345,12016,-1
5346,24728,-1
5347,20235,1
5348,20691,2
5349,12835,1
5350,19738,-1
5351,20813,-3
5352,23921,1
5353,21265,-1
5354,12890,-2
5355,16643,1
5356,15076,-1
5357,21838,-2
5358,30184,-3
5359,31418,-4
5360,34140,-5
5361,10482,-6
5362,15362,-7
5363,12277,1
5364,18747,-1
5365,19286,3
5366,22230,4
5367,18438,5
5368,40019,6
5369,16314,6
5370,13813,-1
5371,19870,-4
5372,33021,1
5373,25509,-1
5374,9736,-2
5375,15231,-3
5376,17019,1
5377,17727,2
5378,27047,-1
5379,16790,-2
5380,38391,-3
5381,38871,-4
5382,12354,-1
5383,14989,1
5384,11386,2
5385,14330,2
5386,29742,2
5387,18912,-1
5388,9848,-1
5389,13875,-2
5390,15239,1
5391,14499,1
5392,22471,-1
5393,16335,-2
5394,14571,-1
5395,11110,-2
5396,10544,-3
5397,12288,1
5398,19244,2
5399,15892,-1
5400,13848,3
5401,38034,-1
5402,18601,1
5403,9329,-1
5404,13513,1
5405,13132,-1
5406,27665,1
5407,17012,2
5408,14644,-1
5409,7416,-2
5410,9157,-2
5411,7908,-3
5412,10132,1
5413,7479,-3
5414,46028,-3
5415,13321,-4
5416,23473,-1
5417,25746,1
5418,29804,-1
5419,12723,1
5420,24612,2
5421,17112,3
5422,7360,4
5423,9675,-1
5424,18044,-2
5425,9408,2
5426,6991,-1
5427,12633,-2
5428,22691,-2
5429,17580,-3
5430,13947,1
5431,10881,-1
5432,7521,-2
5433,6705,-3
5434,12070,1
5435,7963,1
5436,10132,1
5437,16208,2
5438,15548,-1
5439,11742,-1
5440,9164,-2
5441,13009,-3
5442,18356,1
5443,19185,-1
5444,21217,-2
5445,14823,-1
5446,17748,1
5447,16164,2
5448,29925,-1
5449,14408,-2
5450,45606,-2
5451,56310,1
5452,44374,-1
5453,11449,1
5454,17325,2
5455,17058,3
5456,14766,4
5457,33668,-1
5458,19559,-2
5459,33654,-1
5460,32062,-2
5461,10400,1
5462,17419,2
5463,17078,3
5464,23535,-1
5465,32204,-2
5466,29143,-3
5467,9341,-4
5468,11579,1
5469,13139,-1
5470,10844,-1
5471,17942,-1
5472,28760,1
5473,21497,-1
5474,40546,-2
5475,17536,-3
5476,21004,-4
5477,15572,-5
5478,20504,-6
5479,27932,-7
5480,15031,1
5481,16425,2
5482,17217,-1
5483,27558,-1
5484,36731,-2
5485,35754,-3
5486,22585,-1
5487,16051,-2
5488,23265,1
5489,12417,-1
5490,12721,1
5491,14207,-1
5492,15095,-2
5493,12270,-1
5494,11323,1
5495,15128,-2
5496,31140,-3
5497,16015,-4
5498,8073,1
5499,10496,1
5500,18610,2
5501,11794,-1
5502,9096,1
5503,19694,1
5504,36913,-1
5505,18278,-2
5506,18891,-3
5507,12902,-2
5508,18975,-3
5509,14664,-4
5510,20409,-5
5511,13060,-5
5512,21185,-6
5513,14519,1
5514,20425,-1
5515,23144,1
5516,21387,2
5517,14846,3
5518,30242,4
5519,12345,-1
5520,14310,1
5521,15341,-1
5522,12351,-2
5523,16126,-3
5524,26623,1
5525,17006,2
5526,13926,2
5527,31570,3
5528,20836,4
5529,18504,2
5530,22222,3
5531,20350,-1
5532,18718,2
5533,19161,4
5534,11854,-1
5535,14952,-1
5536,36468,1
5537,18906,-1
5538,17291,1
5539,14864,-1
5540,17029,1
5541,24851,-2
5542,24603,1
5543,15323,-1
5544,22768,1
5545,21428,2
5546,22372,3
5547,21471,-1
5548,22017,-2
5549,24758,-3
5550,53367,-4
5551,47321,1
5552,14031,-3
5553,12597,-4
5554,14013,1
5555,16080,-1
5556,32623,1
5557,24550,2
5558,12902,1
5559,14992,1
5560,16714,2
5561,29579,-1
5562,29896,-2
5563,38453,-3
5564,42940,3
5565,42985,4
5566,38062,-1
5567,26011,1
5568,28030,2
5569,29028,-1
5570,42860,1
5571,41785,2
5572,40230,-1
5573,30035,1
5574,31792,1
5575,32369,-1
5576,37144,-3
5577,39211,-4
5578,41831,1
5579,33249,2
5580,30924,3
5581,32861,-1
5582,38650,-2
5583,40060,-3
5584,40582,-4
5585,27981,3
5586,30230,-1
5587,28251,1
5588,31495,2
5589,37400,3
5590,41394,4
5591,42465,-1
5592,31198,1
5593,30697,-1
5594,41817,1
5595,36861,-1
5596,39187,-2
5597,33822,-3
5598,35498,-3
5599,38485,1
5600,41182,-3
5601,42178,1
5602,41528,2
5603,34626,3
5604,35289,3
5605,39962,4
5606,38416,2
5607,41869,2
5608,42599,3
5609,37326,4
5610,37677,2
5611,38904,2
5612,35945,-1
5613,41152,1
5614,42847,-1
5615,42882,-2
5616,42922,1
5617,41943,2
5618,35389,-1
5619,36139,-2
5620,40872,1
5621,42722,1
5622,42293,-1
5623,42834,-2
5624,32698,-2
5625,36104,-2
5626,36310,1
5627,38013,-1
5628,41250,-2
5629,38735,1
5630,30224,2
5631,31099,-1
5632,31186,-2
5633,36076,1
5634,34685,-1
5635,38434,-2
5636,41835,-2
5637,41767,1
5638,41113,-1
5639,37449,-4
5640,38228,-5
5641,37261,-6
5642,42409,1
5643,42653,2
5644,42822,3
5645,42048,1
5646,41742,-1
5647,42092,1
5648,40870,2
5649,41960,3
5650,42060,-1
5651,42404,-2
5652,42395,-3
5653,42295,1
5654,41982,-1
5655,41611,1
5656,42132,-1
5657,41039,2
5658,41026,-1
5659,41126,-1
5660,42224,-2
5661,42152,-3
5662,42288,-4
5663,41165,-6
5664,41037,1
5665,41472,-1
5666,41021,-3
5667,41046,-4
5668,41369,-5
5669,41180,-6
5670,41786,-7
5671,41738,-8
5672,41106,-9
5673,41686,-10
5674,41735,1
5675,42084,-1
5676,41958,5
5677,41886,6
5678,42481,-1
5679,41690,-2
5680,42130,-3
5681,41978,1
5682,42300,1
5683,41403,-1
5684,41916,-2
5685,41521,1
5686,41028,-1
5687,42117,-2
5688,42123,-3
5689,42323,2
5690,42391,2
5691,42487,-1
5692,42297,1
5693,42277,-1
5694,42262,1
5695,42366,2
5696,42332,-1
5697,42477,-2
5698,42013,-3
5699,42165,-3
5700,42183,-4
5701,42366,1
5702,42405,2
5703,42648,2
5704,42603,3
5705,41288,-1
5706,41542,1
5707,41115,2
5708,41438,-1
5709,42318,1
5710,41681,-1
5711,41063,-1
5712,41165,-3
5713,41099,-4
5714,40948,1
5715,41951,2
5716,42222,3
5717,41902,1
5718,42121,-1
5719,41466,1
5720,41069,-1
5721,41510,1
5722,41209,-1
5723,41956,1
5724,42370,-1
5725,41873,1
5726,41138,1
5727,41657,2
5728,41766,-1
5729,41136,-2
5730,41101,-3
5731,41860,1
5732,41908,2
5733,42375,3
5734,42060,-1
5735,41439,-3
5736,41575,1
5737,41159,2
5738,41082,2
5739,41135,-1
5740,41796,1
5741,41254,-1
5742,41332,1
5743,41324,-1
5744,41225,-2
5745,41477,1
5746,41411,-1
5747,41378,-2
5748,42295,-5
5749,41371,-6
5750,41328,-7
5751,41100,-8
5752,41239,-9
5753,41112,1
5754,41524,-1
5755,41163,2
5756,41704,-1
5757,42418,-2
5758,42100,-3
5759,42298,1
5760,41662,2
5761,42164,1
5762,42664,2
5763,42245,-1
5764,41626,1
5765,41960,-1
5766,42135,-2
5767,42039,-3
5768,42116,1
5769,42171,2
5770,42265,3
5771,42430,5
5772,42559,5
5773,41871,6
5774,41681,-1
5775,42030,1
5776,41902,2
5777,41300,-1
5778,41774,1
5779,42188,-1
5780,41843,-2
5781,41729,2
5782,42483,-1
5783,41492,1
5784,42050,-1
5785,42081,-1
5786,42133,-2
5787,41645,2
5788,41486,-1
5789,41679,1
5790,41735,2
5791,42045,9
5792,41038,-1
5793,41035,-2
5794,41666,-3
5795,41791,1
5796,41517,2
5797,41280,-1
5798,41718,-1
5799,41292,-2
5800,41157,-3
5801,41728,1
5802,42418,-1
5803,41511,-2
5804,41153,-1
5805,41516,1
5806,41128,2
5807,41581,2
5808,41402,3
5809,42201,4
5810,41133,5
5811,41910,5
5812,41606,6
5813,41559,3
5814,41995,-1
5815,42747,-2
5816,41294,-3
5817,41955,-4
5818,41756,1
5819,42113,-1
5820,41171,1
5821,41140,-1
5822,41171,1
5823,41226,-1
5824,41048,-2
5825,41365,-3
5826,41387,-4
5827,41530,-5
5828,42231,1
5829,41963,3
5830,41642,4
5831,41175,5
5832,41881,-1
5833,41784,1
5834,42597,2
5835,41512,5
5836,41250,6
5837,41981,4
5838,41559,-1
5839,41981,1
5840,41884,-1
5841,41866,1
5842,41290,-1
5843,41490,-2
5844,41683,1
5845,41697,-1
5846,41911,1
5847,41638,2
5848,41094,-1
5849,41497,1
5850,41534,2
5851,41679,3
5852,41924,2
5853,41742,-1
5854,41949,-2
5855,41797,1
5856,41512,-1
5857,41797,-1
5858,41953,1
5859,41608,2
5860,42217,-1
5861,41426,-1
5862,41416,-2
5863,41219,-3
5864,41434,-3
5865,41315,1
5866,41622,-1
5867,41585,1
5868,41551,2
5869,41532,-1
5870,41733,-2
5871,41583,-2
5872,42059,-3
5873,41815,1
5874,41193,1
5875,41180,-1
5876,41076,1
5877,41050,2
5878,41078,3
5879,41171,3
5880,41128,-1
5881,41625,5
5882,41377,-1
5883,41221,-2
5884,41103,-2
5885,41201,1
5886,41495,-1
5887,42166,2
5888,41157,2
5889,41577,3
5890,41707,4
5891,41917,-1
5892,41490,1
5893,42469,3
5894,42773,4
5895,42890,-1
5896,41296,1
5897,42088,2
5898,41530,-1
5899,41533,-2
5900,41952,1
5901,42164,2
5902,41438,4
5903,41506,5
5904,41253,6
5905,41597,-1
5906,41819,-1
5907,41619,1
5908,41551,2
5909,41514,-1
5910,41724,-2
5911,42590,-3
5912,42257,-4
5913,41060,1
5914,41186,-1
5915,41437,-1
5916,41296,1
5917,41911,-1
5918,41597,1
5919,41545,-1
5920,41404,-2
5921,41067,1
5922,41258,1
5923,41704,-1
5924,41824,1
5925,41360,-1
5926,41546,-1
5927,41500,-2
5928,41156,1
5929,41046,1
5930,41024,2
5931,41541,3
5932,41152,-1
5933,41321,-2
5934,41181,-3
5935,41427,6
5936,41069,-1
5937,41647,1
5938,41261,-1
5939,41288,-2
5940,41753,2
5941,42060,-1
5942,41459,1
5943,41794,2
5944,42242,-1
5945,42272,1
5946,42317,-2
5947,41725,1
5948,41425,-2
5949,41907,-3
5950,41851,-4
5951,41052,-1
5952,41050,1
5953,41071,-1
5954,41017,1
5955,41348,-1
5956,41397,-2
5957,41935,-3
5958,41683,-2
5959,41293,1
5960,41039,-1
5961,41147,-2
5962,41533,-3
5963,41932,1
5964,41850,-2
5965,41926,-3
5966,41157,1
5967,41077,-1
5968,42019,-2
5969,41051,1
5970,41188,2
5971,41545,-1
5972,41550,-1
5973,41756,-2
5974,41528,1
5975,41386,1
5976,42259,-1
5977,41240,1
5978,41507,-2
5979,41287,1
5980,41516,-1
5981,41278,1
5982,41358,-1
5983,41060,1
5984,41367,-1
5985,41413,-2
5986,42285,-3
5987,41889,-4
5988,41392,1
5989,41920,-1
5990,41840,-2
5991,41040,-2
5992,41311,1
5993,42005,2
5994,41553,-1
5995,41546,1
5996,41913,1
5997,41495,2
5998,41952,2
5999,42006,-1
6000,41310,-2
6001,42099,1
6002,41267,2
6003,42067,2
6004,41744,3
6005,41533,4
6006,41887,5
6007,41746,-1
6008,41795,-2
6009,42247,-1
6010,42164,-1
6011,41914,1
6012,41895,-2
6013,41980,-3
6014,42387,1
6015,42128,-1
6016,42162,-2
6017,42034,-3
6018,41988,-4
6019,42743,-4
6020,42352,1
6021,42569,3
6022,41967,-1
6023,42109,-2
6024,41675,-3
6025,41916,-4
6026,41904,-5
6027,41595,2
6028,41640,-1
6029,41847,-2
6030,41577,-2
6031,41796,-3
6032,41770,1
6033,41621,-1
6034,41564,-2
6035,41397,1
6036,41025,-1
6037,41044,-2
6038,41383,1
6039,41346,1
6040,41206,2
6041,41390,-1
6042,41341,-2
6043,41862,-3
6044,41112,-4
6045,41027,1
6046,41505,1
6047,41398,2
6048,41399,3
6049,41940,1
6050,41742,-1
6051,41224,1
6052,41656,2
6053,41432,2
6054,41218,2
6055,41497,3
6056,41052,4
6057,41760,5
6058,41886,6
6059,41509,-1
6060,41266,-2
6061,41413,-3
6062,41357,1
6063,41477,-4
6064,41358,-4
6065,41590,-4
6066,41593,-1
6067,41256,-2
6068,41464,-3
6069,41372,-4
6070,41750,-1
6071,41507,-2
6072,41359,-3
6073,42099,-4
6074,41772,1
6075,41363,-1
6076,41512,-3
6077,41635,-4
6078,41208,-5
6079,41358,-6
6080,41583,-7
6081,41543,1
6082,41750,2
6083,41811,-1
6084,42238,1
6085,41928,2
6086,41479,3
6087,41442,-1
6088,41730,1
6089,41874,-4
6090,41753,1
6091,42076,-1
6092,41576,1
6093,41571,-1
6094,42075,1
6095,42147,3
6096,41896,-1
6097,42079,1
6098,42001,2
6099,41959,2
6100,41743,-1
6101,41795,-2
6102,41479,-1
6103,41456,1
6104,41268,-1
6105,41850,-2
6106,41185,-3
6107,41139,-4
6108,41517,-5
6109,41434,-5
6110,41125,1
6111,41377,-1
6112,41283,2
6113,41635,-1
6114,41675,1
6115,41443,-1
6116,41447,-2
6117,41233,-3
6118,41231,1
6119,41183,2
6120,41210,3
6121,41278,4
6122,41403,-1
6123,41324,1
6124,41582,-1
6125,41426,-2
6126,41275,-3
6127,41359,-4
6128,41320,-5
6129,41445,1
6130,42129,-1
6131,41562,1
6132,41656,1
6133,41915,2
6134,42738,-1
6135,42371,-2
6136,41455,-3
6137,41399,-1
6138,41329,-1
6139,41573,-2
6140,41580,-3
6141,41436,-4
6142,42862,-5
6143,41989,1
6144,41193,1
6145,41325,1
6146,41269,-1
6147,42122,-2
6148,41397,-3
6149,41366,-4
6150,41588,1
6151,41326,1
6152,41355,2
6153,42343,-1
6154,41969,-2
6155,41266,-3
6156,41371,-4
6157,41046,-1
6158,41255,-2
6159,41321,1
6160,41284,-1
6161,41144,-2
6162,41769,-4
6163,41216,1
6164,41137,2
6165,41388,3
6166,41331,3
6167,41286,4
6168,41510,3
6169,41480,-1
6170,41516,1
6171,39538,3
6172,39151,-1
6173,41067,-2
6174,41166,1
6175,41145,1
6176,40936,-1
6177,41372,-2
6178,40030,1
6179,41232,-1
6180,41038,-2
6181,40635,-1
6182,39883,1
6183,38967,-1
6184,39532,-2
6185,40107,1
6186,40462,2
6187,39864,2
6188,41099,-1
6189,41279,-1
6190,39487,-1
6191,40719,-2
6192,39921,-3
6193,39341,1
6194,39523,-1
6195,40015,1
6196,40783,-3
6197,37797,-3
6198,39513,-4
6199,39784,-5
6200,40409,5
6201,38727,5
6202,38866,-1
6203,39810,-1
6204,37846,1
6205,38476,-1
6206,40686,2
6207,39775,3
6208,39863,2
6209,40394,-1
6210,38847,-2
6211,40901,1
6212,42582,-1
6213,42308,-2
6214,42374,1
6215,36997,-1
6216,37869,-1
6217,35041,-2
6218,36983,2
6219,37147,3
6220,35126,4
6221,41936,-1
6222,40608,1
6223,42020,-1
6224,35470,-2
6225,36735,-2
6226,36475,-3
6227,36156,-2
6228,37809,1
6229,38662,2
6230,37224,-1
6231,40970,1
6232,39195,2
6233,40334,3
6234,38119,1
6235,39208,2
6236,40491,-1
6237,36542,1
6238,36925,1
6239,41042,-1
6240,36743,2
6241,37242,2
6242,35903,3
6243,37497,4
6244,40546,4
6245,40348,-1
6246,39230,1
6247,36070,1
6248,36046,2
6249,37529,3
6250,38766,2
6251,37996,2
6252,39606,-1
6253,38855,1
6254,38024,2
6255,39113,3
6256,41099,-1
6257,41751,2
6258,41970,-1
6259,42098,1
6260,40643,5
6261,40414,6
6262,40735,-1
6263,41312,-2
6264,40251,6
6265,41613,6
6266,40035,1
6267,41762,1
6268,41209,-1
6269,41980,1
6270,39845,-2
6271,40287,1
6272,39260,2
6273,38808,3
6274,37276,-1
6275,35626,1
6276,39057,-2
6277,38875,1
6278,39692,-1
6279,35996,4
6280,35285,4
6281,38156,5
6282,37800,-1
6283,38204,1
6284,38824,-1
6285,35428,-1
6286,36063,1
6287,36044,-1
6288,41167,1
6289,41768,-1
6290,41280,1
6291,41067,1
6292,31828,-1
6293,31574,-2
6294,28625,-3
6295,28506,-4
6296,28584,1
6297,29727,2
6298,33616,3
6299,32607,4
6300,35513,4
6301,34950,3
6302,33971,-1
6303,34540,-2
6304,32212,-3
6305,32017,-4
6306,31960,-5
6307,32191,-1
6308,32829,1
6309,35824,2
6310,31230,-2
6311,31828,-3
6312,29815,4
6313,28030,5
6314,31402,6
6315,32463,7
6316,31777,7
6317,31531,8
6318,37017,9
6319,35157,1
6320,37784,2
6321,34098,-2
6322,28535,-1
6323,31188,1
6324,35106,2
6325,34560,-1
6326,34603,1
6327,30018,-1
6328,31458,-1
6329,33765,1
6330,30790,2
6331,35391,-1
6332,31600,1
6333,31778,2
6334,37603,1
6335,32487,2
6336,33841,-1
6337,36862,6
6338,32861,-1
6339,33860,1
6340,35406,2
6341,37119,-1
6342,39747,-2
6343,37746,1
6344,32366,3
6345,31628,-1
6346,30958,1
6347,37667,-1
6348,36275,-1
6349,39106,1
6350,36637,-1
6351,36663,1
6352,39511,-1
6353,29169,-2
6354,28262,1
6355,33135,-1
6356,34293,1
6357,36424,2
6358,38701,-1
6359,26826,2
6360,26877,-1
6361,26627,1
6362,30918,2
6363,33418,3
6364,38663,4
6365,39663,5
6366,27870,-1
6367,29175,-2
6368,30350,1
6369,36554,2
6370,37518,-1
6371,41909,1
