,GM_Num,Date,Team,Home,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,Night,Attendance,Streak,Game_Win,Wins,Losses,Net_Wins,Win_Per,DayOfWeek,Year,Same_Mkt_Team,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,game_id,Date_Same_Mkt_Team,Team_Same_Mkt_Team,Net_Wins_Same_Mkt_Team,Win_Per_Same_Mkt_Team,Streak_Same_Mkt_Team,date_diff
1588492,86,2010-07-07,OAK,1,NYY,L,2,6,,41-45,3,10.0,2:58,1,31518,-3,0,41,45,-4,0.47674418604651164,Wednesday,2010,SFG,0,0,1,0,0,0,0,OAK2010-07-07,2010-07-06,SFG,3,0.5180722891566265,2,1
1588656,87,2010-07-09,OAK,1,LAA,L,5,6,10,41-46,3,9.5,2:59,1,13156,-4,0,41,46,-5,0.47126436781609193,Friday,2010,SFG,0,0,0,0,1,0,0,OAK2010-07-09,2010-07-08,SFG,5,0.5294117647058824,4,1
1588819,88,2010-07-10,OAK,1,LAA,W,15,1,,42-46,3,8.5,2:32,1,30035,1,1,42,46,-4,0.4772727272727273,Saturday,2010,SFG,0,0,0,0,0,1,0,OAK2010-07-10,2010-07-09,SFG,4,0.5232558139534884,-1,1
1588982,89,2010-07-11,OAK,1,LAA,W,5,2,,43-46,3,7.5,2:43,0,15164,2,1,43,46,-3,0.48314606741573035,Sunday,2010,SFG,0,0,0,0,0,0,1,OAK2010-07-11,2010-07-10,SFG,5,0.5287356321839081,1,1
1589635,93,2010-07-19,OAK,1,BOS,L,1,2,,46-47,3,8.0,2:40,1,19341,-1,0,46,47,-1,0.4946236559139785,Monday,2010,SFG,1,0,0,0,0,0,0,OAK2010-07-19,2010-07-18,SFG,8,0.5434782608695652,-1,1
1589798,94,2010-07-20,OAK,1,BOS,W-wo,5,4,10,47-47,3,8.0,3:30,1,20271,1,1,47,47,0,0.5,Tuesday,2010,SFG,0,1,0,0,0,0,0,OAK2010-07-20,2010-07-19,SFG,9,0.5483870967741935,1,1
1589961,95,2010-07-21,OAK,1,BOS,W,6,4,,48-47,3,7.0,3:02,0,30456,2,1,48,47,1,0.5052631578947369,Wednesday,2010,SFG,0,0,1,0,0,0,0,OAK2010-07-21,2010-07-20,SFG,10,0.5531914893617021,2,1
1590125,96,2010-07-23,OAK,1,CHW,L,1,5,,48-48,3,8.5,2:16,1,15103,-1,0,48,48,0,0.5,Friday,2010,SFG,0,0,0,0,1,0,0,OAK2010-07-23,2010-07-22,SFG,10,0.5520833333333334,1,1
1590288,97,2010-07-24,OAK,1,CHW,W,10,2,,49-48,3,7.5,3:04,0,17439,1,1,49,48,1,0.5051546391752577,Saturday,2010,SFG,0,0,0,0,0,1,0,OAK2010-07-24,2010-07-23,SFG,11,0.5567010309278351,2,1
1590451,98,2010-07-25,OAK,1,CHW,W,6,4,,50-48,3,7.5,2:46,0,17148,2,1,50,48,2,0.5102040816326531,Sunday,2010,SFG,0,0,0,0,0,0,1,OAK2010-07-25,2010-07-24,SFG,12,0.5612244897959183,3,1
1591593,105,2010-08-02,OAK,1,KCR,W,6,0,,53-52,2,8.0,2:22,1,10047,1,1,53,52,1,0.5047619047619047,Monday,2010,SFG,1,0,0,0,0,0,0,OAK2010-08-02,2010-08-01,SFG,16,0.5754716981132075,3,1
1591755,106,2010-08-03,OAK,1,KCR,L,2,3,,53-53,2,8.0,2:45,1,10670,-1,0,53,53,0,0.5,Tuesday,2010,SFG,0,1,0,0,0,0,0,OAK2010-08-03,2010-08-01,SFG,16,0.5754716981132075,3,2
1591918,107,2010-08-04,OAK,1,KCR,W,4,3,,54-53,2,8.0,2:38,0,22325,1,1,54,53,1,0.5046728971962616,Wednesday,2010,SFG,0,0,1,0,0,0,0,OAK2010-08-04,2010-08-03,SFG,17,0.5794392523364486,4,1
1592082,108,2010-08-06,OAK,1,TEX,L,1,5,,54-54,2,9.5,2:19,1,26388,-1,0,54,54,0,0.5,Friday,2010,SFG,0,0,0,0,1,0,0,OAK2010-08-06,2010-08-05,SFG,15,0.5688073394495413,-2,1
1592245,109,2010-08-07,OAK,1,TEX,W,6,2,,55-54,2,8.5,2:38,0,16104,1,1,55,54,1,0.5045871559633027,Saturday,2010,SFG,0,0,0,0,0,1,0,OAK2010-08-07,2010-08-06,SFG,16,0.5727272727272728,1,1
1592408,110,2010-08-08,OAK,1,TEX,W,3,2,,56-54,2,7.5,2:42,0,18050,2,1,56,54,2,0.509090909090909,Sunday,2010,SFG,0,0,0,0,0,0,1,OAK2010-08-08,2010-08-07,SFG,15,0.5675675675675675,-1,1
1593550,117,2010-08-16,OAK,1,TOR,L,1,3,,57-60,3,10.0,2:16,1,10136,-4,0,57,60,-3,0.48717948717948717,Monday,2010,SFG,1,0,0,0,0,0,0,OAK2010-08-16,2010-08-15,SFG,15,0.5630252100840336,-1,1
1593712,118,2010-08-17,OAK,1,TOR,W,6,2,,58-60,3,9.0,2:46,1,13237,1,1,58,60,-2,0.4915254237288136,Tuesday,2010,SFG,0,1,0,0,0,0,0,OAK2010-08-17,2010-08-15,SFG,15,0.5630252100840336,-1,2
1593875,119,2010-08-18,OAK,1,TOR,W-wo,5,4,,59-60,2,8.0,2:54,0,18046,2,1,59,60,-1,0.4957983193277311,Wednesday,2010,SFG,0,0,1,0,0,0,0,OAK2010-08-18,2010-08-17,SFG,14,0.5583333333333333,-2,1
1594038,120,2010-08-19,OAK,1,TBR,W,4,3,,60-60,2,7.0,2:27,1,10118,3,1,60,60,0,0.5,Thursday,2010,SFG,0,0,0,1,0,0,0,OAK2010-08-19,2010-08-18,SFG,13,0.5537190082644629,-3,1
1594201,121,2010-08-20,OAK,1,TBR,W,5,4,,61-60,2,7.0,3:01,1,13207,4,1,61,60,1,0.5041322314049587,Friday,2010,SFG,0,0,0,0,1,0,0,OAK2010-08-20,2010-08-19,SFG,14,0.5573770491803278,1,1
1594364,122,2010-08-21,OAK,1,TBR,L,4,5,,61-61,2,7.0,3:00,1,16202,-1,0,61,61,0,0.5,Saturday,2010,SFG,0,0,0,0,0,1,0,OAK2010-08-21,2010-08-20,SFG,15,0.5609756097560976,2,1
1594527,123,2010-08-22,OAK,1,TBR,L,2,3,,61-62,2,8.0,2:34,0,18749,-2,0,61,62,-1,0.4959349593495935,Sunday,2010,SFG,0,0,0,0,0,0,1,OAK2010-08-22,2010-08-21,SFG,14,0.5564516129032258,-1,1
1596319,134,2010-09-03,OAK,1,LAA,W,8,0,,66-68,2,9.0,2:58,1,23401,1,1,66,68,-2,0.4925373134328358,Friday,2010,SFG,0,0,0,0,1,0,0,OAK2010-09-03,2010-09-01,SFG,14,0.5522388059701493,2,2
1596482,135,2010-09-04,OAK,1,LAA,W,3,1,,67-68,2,8.0,2:32,0,14227,2,1,67,68,-1,0.4962962962962963,Saturday,2010,SFG,0,0,0,0,0,1,0,OAK2010-09-04,2010-09-03,SFG,13,0.5481481481481482,-1,1
1596645,136,2010-09-05,OAK,1,LAA,L,4,7,,67-69,2,8.0,3:04,0,16413,-1,0,67,69,-2,0.49264705882352944,Sunday,2010,SFG,0,0,0,0,0,0,1,OAK2010-09-05,2010-09-04,SFG,14,0.5514705882352942,1,1
1596808,137,2010-09-06,OAK,1,SEA,W,6,2,,68-69,2,7.0,2:19,0,11581,1,1,68,69,-1,0.49635036496350365,Monday,2010,SFG,1,0,0,0,0,0,0,OAK2010-09-06,2010-09-05,SFG,15,0.5547445255474452,2,1
1596971,138,2010-09-07,OAK,1,SEA,L,5,7,,68-70,2,7.0,3:00,1,10067,-1,0,68,70,-2,0.4927536231884058,Tuesday,2010,SFG,0,1,0,0,0,0,0,OAK2010-09-07,2010-09-06,SFG,16,0.5579710144927537,3,1
1597134,139,2010-09-08,OAK,1,SEA,W,4,3,,69-70,2,7.0,2:23,1,15180,1,1,69,70,-1,0.49640287769784175,Wednesday,2010,SFG,0,0,1,0,0,0,0,OAK2010-09-08,2010-09-07,SFG,17,0.5611510791366906,4,1
1597298,140,2010-09-10,OAK,1,BOS,W,5,0,,70-70,2,7.5,2:43,1,19139,2,1,70,70,0,0.5,Friday,2010,SFG,0,0,0,0,1,0,0,OAK2010-09-10,2010-09-09,SFG,17,0.5602836879432624,1,1
1597461,141,2010-09-11,OAK,1,BOS,W,4,3,,71-70,2,7.5,2:42,1,22932,3,1,71,70,1,0.5035460992907801,Saturday,2010,SFG,0,0,0,0,0,1,0,OAK2010-09-11,2010-09-10,SFG,18,0.5633802816901409,2,1
1597624,142,2010-09-12,OAK,1,BOS,L,3,5,,71-71,2,8.5,2:59,0,19806,-1,0,71,71,0,0.5,Sunday,2010,SFG,0,0,0,0,0,0,1,OAK2010-09-12,2010-09-11,SFG,17,0.5594405594405595,-1,1
1598765,149,2010-09-20,OAK,1,CHW,W,3,0,,75-74,2,8.0,2:53,1,10090,2,1,75,74,1,0.5033557046979866,Monday,2010,SFG,1,0,0,0,0,0,0,OAK2010-09-20,2010-09-19,SFG,18,0.56,1,1
1598927,150,2010-09-21,OAK,1,CHW,W,7,2,,76-74,2,7.0,2:30,1,11158,3,1,76,74,2,0.5066666666666667,Tuesday,2010,SFG,0,1,0,0,0,0,0,OAK2010-09-21,2010-09-19,SFG,18,0.56,1,2
1599090,151,2010-09-22,OAK,1,CHW,L,3,4,,76-75,2,8.0,2:38,0,16056,-1,0,76,75,1,0.5033112582781457,Wednesday,2010,SFG,0,0,1,0,0,0,0,OAK2010-09-22,2010-09-21,SFG,19,0.5629139072847682,2,1
1599253,152,2010-09-23,OAK,1,TEX,W,5,0,,77-75,2,7.0,2:22,1,10815,1,1,77,75,2,0.506578947368421,Thursday,2010,SFG,0,0,0,1,0,0,0,OAK2010-09-23,2010-09-22,SFG,18,0.5592105263157895,-1,1
1599416,153,2010-09-24,OAK,1,TEX,L,3,10,,77-76,2,8.0,3:03,1,13539,-1,0,77,76,1,0.5032679738562091,Friday,2010,SFG,0,0,0,0,1,0,0,OAK2010-09-24,2010-09-23,SFG,19,0.5620915032679739,1,1
1599579,154,2010-09-25,OAK,1,TEX,L,3,4,,77-77,2,9.0,3:14,0,20136,-2,0,77,77,0,0.5,Saturday,2010,SFG,0,0,0,0,0,1,0,OAK2010-09-25,2010-09-24,SFG,20,0.564935064935065,2,1
1599742,155,2010-09-26,OAK,1,TEX,L,9,16,,77-78,2,10.0,3:27,0,21030,-3,0,77,78,-1,0.4967741935483871,Sunday,2010,SFG,0,0,0,0,0,0,1,OAK2010-09-26,2010-09-25,SFG,19,0.5612903225806452,-1,1
1600884,1,2011-04-01,OAK,1,SEA,L,2,6,,0-1,4,1.0,2:50,1,36067,-1,0,0,1,-1,0.0,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-04-01,2011-03-31,SFG,-1,0.0,-1,1
1601047,2,2011-04-02,OAK,1,SEA,L,2,5,,0-2,4,2.0,2:58,1,15088,-2,0,0,2,-2,0.0,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-04-02,2011-04-01,SFG,-2,0.0,-2,1
1601210,3,2011-04-03,OAK,1,SEA,W,7,1,,1-2,3,2.0,2:44,0,22292,1,1,1,2,-1,0.3333333333333333,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-04-03,2011-04-02,SFG,-1,0.3333333333333333,1,1
1602839,13,2011-04-14,OAK,1,DET,L,0,3,,6-7,3,3.5,2:48,1,11129,-1,0,6,7,-1,0.46153846153846156,Thursday,2011,SFG,0,0,0,1,0,0,0,OAK2011-04-14,2011-04-13,SFG,0,0.5,2,1
1603001,14,2011-04-15,OAK,1,DET,L,4,8,10,6-8,3,4.5,3:28,1,21853,-2,0,6,8,-2,0.42857142857142855,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-04-15,2011-04-13,SFG,0,0.5,2,2
1603164,15,2011-04-16,OAK,1,DET,W,6,2,,7-8,3,3.5,3:02,1,16265,1,1,7,8,-1,0.4666666666666667,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-04-16,2011-04-15,SFG,1,0.5384615384615384,3,1
1603327,16,2011-04-17,OAK,1,DET,W,5,1,,8-8,3,2.5,2:39,0,16460,2,1,8,8,0,0.5,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-04-17,2011-04-16,SFG,2,0.5714285714285714,4,1
1603491,17,2011-04-19,OAK,1,BOS,W,5,0,,9-8,3,2.0,2:50,1,25230,3,1,9,8,1,0.5294117647058824,Tuesday,2011,SFG,0,1,0,0,0,0,0,OAK2011-04-19,2011-04-18,SFG,2,0.5625,1,1
1603654,18,2011-04-20,OAK,1,BOS,L,3,5,,9-9,3,3.0,3:09,0,29045,-1,0,9,9,0,0.5,Wednesday,2011,SFG,0,0,1,0,0,0,0,OAK2011-04-20,2011-04-19,SFG,3,0.5882352941176471,2,1
1604957,26,2011-04-29,OAK,1,TEX,W,3,1,,13-13,3,2.0,2:41,1,17226,2,1,13,13,0,0.5,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-04-29,2011-04-28,SFG,0,0.5,1,1
1605120,27,2011-04-30,OAK,1,TEX,L,2,11,,13-14,3,3.0,2:35,0,27285,-1,0,13,14,-1,0.48148148148148145,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-04-30,2011-04-29,SFG,-1,0.48,-1,1
1605283,28,2011-05-01,OAK,1,TEX,W,7,2,,14-14,3,2.0,3:01,0,15178,1,1,14,14,0,0.5,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-05-01,2011-04-30,SFG,0,0.5,1,1
1605446,29,2011-05-02,OAK,1,TEX,W-wo,5,4,10,15-14,3,1.0,3:08,0,9193,2,1,15,14,1,0.5172413793103449,Monday,2011,SFG,1,0,0,0,0,0,0,OAK2011-05-02,2011-05-01,SFG,-1,0.48148148148148145,-1,1
1605609,30,2011-05-03,OAK,1,CLE,L,1,4,,15-15,3,1.0,2:54,1,10135,-1,0,15,15,0,0.5,Tuesday,2011,SFG,0,1,0,0,0,0,0,OAK2011-05-03,2011-05-02,SFG,-2,0.4642857142857143,-2,1
1605772,31,2011-05-04,OAK,1,CLE,W,3,1,,16-15,3,1.0,2:23,1,13872,1,1,16,15,1,0.5161290322580645,Wednesday,2011,SFG,0,0,1,0,0,0,0,OAK2011-05-04,2011-05-03,SFG,-1,0.4827586206896552,1,1
1605935,32,2011-05-05,OAK,1,CLE,L,3,4,12,16-16,3,2.0,3:42,0,14353,-1,0,16,16,0,0.5,Thursday,2011,SFG,0,0,0,1,0,0,0,OAK2011-05-05,2011-05-04,SFG,0,0.5,2,1
1606914,38,2011-05-13,OAK,1,CHW,L,3,4,,19-19,3,1.5,2:21,1,12690,-2,0,19,19,0,0.5,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-05-13,2011-05-12,SFG,5,0.5675675675675675,6,1
1607077,39,2011-05-14,OAK,1,CHW,W,6,2,,20-19,2,1.5,2:49,0,17291,1,1,20,19,1,0.5128205128205128,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-05-14,2011-05-13,SFG,4,0.5526315789473685,-1,1
1607240,40,2011-05-15,OAK,1,CHW,L,3,4,,20-20,3,1.5,2:32,0,19018,-1,0,20,20,0,0.5,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-05-15,2011-05-14,SFG,5,0.5641025641025641,1,1
1607402,41,2011-05-16,OAK,1,LAA,W-wo,5,4,10,21-20,3,1.0,3:07,1,11061,1,1,21,20,1,0.5121951219512195,Monday,2011,SFG,1,0,0,0,0,0,0,OAK2011-05-16,2011-05-14,SFG,5,0.5641025641025641,1,2
1607565,42,2011-05-17,OAK,1,LAA,W,14,0,,22-20,1,Tied,2:44,1,12190,2,1,22,20,2,0.5238095238095238,Tuesday,2011,SFG,0,1,0,0,0,0,0,OAK2011-05-17,2011-05-16,SFG,4,0.55,-1,1
1607728,43,2011-05-18,OAK,1,MIN,L,3,4,10,22-21,2,1.0,2:38,1,15355,-1,0,22,21,1,0.5116279069767442,Wednesday,2011,SFG,0,0,1,0,0,0,0,OAK2011-05-18,2011-05-17,SFG,3,0.5365853658536586,-2,1
1607891,44,2011-05-19,OAK,1,MIN,L,1,11,,22-22,2,1.0,2:41,0,22320,-2,0,22,22,0,0.5,Thursday,2011,SFG,0,0,0,1,0,0,0,OAK2011-05-19,2011-05-18,SFG,4,0.5476190476190477,1,1
1609194,52,2011-05-27,OAK,1,BAL,W,6,2,,25-27,4,1.5,3:09,1,12110,2,1,25,27,-2,0.4807692307692308,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-05-27,2011-05-26,SFG,5,0.5510204081632653,-3,1
1609357,53,2011-05-28,OAK,1,BAL,W,4,2,,26-27,4,1.5,2:46,1,23795,3,1,26,27,-1,0.49056603773584906,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-05-28,2011-05-27,SFG,6,0.56,1,1
1609520,54,2011-05-29,OAK,1,BAL,W,6,4,,27-27,3,1.5,2:39,0,15373,4,1,27,27,0,0.5,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-05-29,2011-05-28,SFG,5,0.5490196078431373,-1,1
1609683,55,2011-05-30,OAK,1,NYY,L,0,5,,27-28,4,2.5,2:28,0,35067,-1,0,27,28,-1,0.4909090909090909,Monday,2011,SFG,1,0,0,0,0,0,0,OAK2011-05-30,2011-05-29,SFG,4,0.5384615384615384,-2,1
1609846,56,2011-05-31,OAK,1,NYY,L,3,10,,27-29,4,2.5,2:48,1,22581,-2,0,27,29,-2,0.48214285714285715,Tuesday,2011,SFG,0,1,0,0,0,0,0,OAK2011-05-31,2011-05-30,SFG,5,0.5471698113207547,1,1
1610009,57,2011-06-01,OAK,1,NYY,L,2,4,,27-30,4,3.5,2:37,0,25469,-3,0,27,30,-3,0.47368421052631576,Wednesday,2011,SFG,0,0,1,0,0,0,0,OAK2011-06-01,2011-05-31,SFG,4,0.5370370370370371,-1,1
1611803,68,2011-06-14,OAK,1,KCR,L,4,7,,28-40,4,8.0,3:25,1,11439,-3,0,28,40,-12,0.4117647058823529,Tuesday,2011,SFG,0,1,0,0,0,0,0,OAK2011-06-14,2011-06-12,SFG,8,0.5606060606060606,1,2
1611966,69,2011-06-15,OAK,1,KCR,W,2,1,,29-40,4,7.0,2:14,1,16392,1,1,29,40,-11,0.42028985507246375,Wednesday,2011,SFG,0,0,1,0,0,0,0,OAK2011-06-15,2011-06-14,SFG,9,0.5671641791044776,2,1
1612129,70,2011-06-16,OAK,1,KCR,W,8,4,,30-40,4,6.0,2:59,0,11775,2,1,30,40,-10,0.42857142857142855,Thursday,2011,SFG,0,0,0,1,0,0,0,OAK2011-06-16,2011-06-15,SFG,10,0.5735294117647058,3,1
1612292,71,2011-06-17,OAK,1,SFG,W,5,2,,31-40,4,6.0,2:43,1,36067,3,1,31,40,-9,0.43661971830985913,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-06-17,2011-06-16,SFG,9,0.5652173913043478,-1,1
1612455,72,2011-06-18,OAK,1,SFG,W,4,2,,32-40,4,6.0,3:06,1,36067,4,1,32,40,-8,0.4444444444444444,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-06-18,2011-06-17,SFG,8,0.5571428571428572,-2,1
1612618,73,2011-06-19,OAK,1,SFG,W,2,1,,33-40,4,5.0,2:15,0,36067,5,1,33,40,-7,0.4520547945205479,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-06-19,2011-06-18,SFG,7,0.5492957746478874,-3,1
1613759,80,2011-06-28,OAK,1,FLA,W,1,0,,36-44,4,6.0,2:25,1,12124,1,1,36,44,-8,0.45,Tuesday,2011,SFG,0,1,0,0,0,0,0,OAK2011-06-28,2011-06-26,SFG,10,0.5641025641025641,5,2
1613922,81,2011-06-29,OAK,1,FLA,L,0,3,,36-45,4,7.0,2:27,1,17006,-1,0,36,45,-9,0.4444444444444444,Wednesday,2011,SFG,0,0,1,0,0,0,0,OAK2011-06-29,2011-06-28,SFG,11,0.569620253164557,6,1
1614086,82,2011-06-30,OAK,1,FLA,L,4,5,,36-46,4,7.0,2:33,0,18395,-2,0,36,46,-10,0.43902439024390244,Thursday,2011,SFG,0,0,0,1,0,0,0,OAK2011-06-30,2011-06-29,SFG,11,0.5679012345679012,-1,1
1614249,83,2011-07-01,OAK,1,ARI,W,5,4,,37-46,4,7.0,2:46,1,12216,1,1,37,46,-9,0.4457831325301205,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-07-01,2011-06-30,SFG,10,0.5609756097560976,-2,1
1614412,84,2011-07-02,OAK,1,ARI,L,2,4,,37-47,4,7.0,2:44,1,30338,-1,0,37,47,-10,0.44047619047619047,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-07-02,2011-07-01,SFG,11,0.5662650602409639,1,1
1614575,85,2011-07-03,OAK,1,ARI,W,7,2,,38-47,4,6.0,2:48,0,13822,1,1,38,47,-9,0.4470588235294118,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-07-03,2011-07-02,SFG,12,0.5714285714285714,2,1
1614738,86,2011-07-04,OAK,1,SEA,L,1,2,,38-48,4,7.0,2:29,0,15566,-1,0,38,48,-10,0.4418604651162791,Monday,2011,SFG,1,0,0,0,0,0,0,OAK2011-07-04,2011-07-03,SFG,11,0.5647058823529412,-1,1
1614901,87,2011-07-05,OAK,1,SEA,L,2,4,10,38-49,4,8.0,2:48,1,11153,-2,0,38,49,-11,0.4367816091954023,Tuesday,2011,SFG,0,1,0,0,0,0,0,OAK2011-07-05,2011-07-04,SFG,10,0.5581395348837209,-2,1
1615064,88,2011-07-06,OAK,1,SEA,W,2,0,,39-49,4,8.0,2:12,0,19491,1,1,39,49,-10,0.4431818181818182,Wednesday,2011,SFG,0,0,1,0,0,0,0,OAK2011-07-06,2011-07-05,SFG,9,0.5517241379310345,-3,1
1615880,93,2011-07-15,OAK,1,LAA,W,5,3,,40-53,4,12.5,3:03,1,18470,1,1,40,53,-13,0.43010752688172044,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-07-15,2011-07-14,SFG,13,0.5698924731182796,3,1
1616205,95,2011-07-16,OAK,1,LAA,W-wo,4,3,10,41-54,4,13.0,3:09,1,27379,1,1,41,54,-13,0.43157894736842106,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-07-16,2011-07-15,SFG,14,0.574468085106383,4,1
1616368,96,2011-07-17,OAK,1,LAA,W,9,1,,42-54,4,13.0,2:35,0,26115,2,1,42,54,-12,0.4375,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-07-17,2011-07-16,SFG,13,0.5684210526315789,-1,1
1617347,102,2011-07-25,OAK,1,TBR,W,7,5,,45-57,3,13.5,3:35,1,11053,1,1,45,57,-12,0.4411764705882353,Monday,2011,SFG,1,0,0,0,0,0,0,OAK2011-07-25,2011-07-24,SFG,16,0.5784313725490197,2,1
1617509,103,2011-07-26,OAK,1,TBR,W,6,1,,46-57,3,12.5,2:32,1,12166,2,1,46,57,-11,0.44660194174757284,Tuesday,2011,SFG,0,1,0,0,0,0,0,OAK2011-07-26,2011-07-24,SFG,16,0.5784313725490197,2,2
1617672,104,2011-07-27,OAK,1,TBR,W,13,4,,47-57,3,11.5,2:50,1,18640,3,1,47,57,-10,0.4519230769230769,Wednesday,2011,SFG,0,0,1,0,0,0,0,OAK2011-07-27,2011-07-26,SFG,15,0.5728155339805825,-1,1
1617835,105,2011-07-28,OAK,1,TBR,L,8,10,,47-58,3,12.5,2:59,0,16466,-1,0,47,58,-11,0.44761904761904764,Thursday,2011,SFG,0,0,0,1,0,0,0,OAK2011-07-28,2011-07-27,SFG,16,0.5769230769230769,1,1
1617998,106,2011-07-29,OAK,1,MIN,L,5,9,,47-59,3,12.5,3:07,1,25656,-2,0,47,59,-12,0.44339622641509435,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-07-29,2011-07-28,SFG,17,0.580952380952381,2,1
1618161,107,2011-07-30,OAK,1,MIN,W,8,3,,48-59,3,12.5,2:56,1,19605,1,1,48,59,-11,0.4485981308411215,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-07-30,2011-07-29,SFG,16,0.5754716981132075,-1,1
1618324,108,2011-07-31,OAK,1,MIN,W,7,3,,49-59,3,11.5,2:49,0,22452,2,1,49,59,-10,0.4537037037037037,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-07-31,2011-07-30,SFG,15,0.5700934579439252,-2,1
1619955,118,2011-08-12,OAK,1,TEX,L,1,9,,53-65,3,13.5,2:54,1,20288,-1,0,53,65,-12,0.4491525423728814,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-08-12,2011-08-10,SFG,10,0.5423728813559322,-1,2
1620118,119,2011-08-13,OAK,1,TEX,L,1,7,,53-66,3,14.5,2:52,0,25160,-2,0,53,66,-13,0.44537815126050423,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-08-13,2011-08-12,SFG,9,0.5378151260504201,-2,1
1620281,120,2011-08-14,OAK,1,TEX,L,6,7,,53-67,3,15.5,3:33,0,15107,-3,0,53,67,-14,0.44166666666666665,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-08-14,2011-08-13,SFG,10,0.5416666666666666,1,1
1620444,121,2011-08-15,OAK,1,BAL,L,2,6,,53-68,4,16.5,2:55,1,10122,-4,0,53,68,-15,0.4380165289256198,Monday,2011,SFG,1,0,0,0,0,0,0,OAK2011-08-15,2011-08-14,SFG,11,0.5454545454545454,2,1
1620607,122,2011-08-16,OAK,1,BAL,W,8,4,,54-68,3,16.5,2:54,1,12325,1,1,54,68,-14,0.4426229508196721,Tuesday,2011,SFG,0,1,0,0,0,0,0,OAK2011-08-16,2011-08-15,SFG,10,0.5409836065573771,-1,1
1620770,123,2011-08-17,OAK,1,BAL,W,6,5,,55-68,3,16.5,2:44,0,20448,2,1,55,68,-13,0.44715447154471544,Wednesday,2011,SFG,0,0,1,0,0,0,0,OAK2011-08-17,2011-08-16,SFG,9,0.5365853658536586,-2,1
1620933,124,2011-08-18,OAK,1,TOR,L,0,7,,55-69,3,16.5,2:20,1,12220,-1,0,55,69,-14,0.4435483870967742,Thursday,2011,SFG,0,0,0,1,0,0,0,OAK2011-08-18,2011-08-17,SFG,10,0.5403225806451613,1,1
1621096,125,2011-08-19,OAK,1,TOR,W,2,0,,56-69,3,16.5,2:22,1,13174,1,1,56,69,-13,0.448,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-08-19,2011-08-18,SFG,9,0.536,-1,1
1621259,126,2011-08-20,OAK,1,TOR,W,5,1,,57-69,3,15.5,2:32,1,28434,2,1,57,69,-12,0.4523809523809524,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-08-20,2011-08-19,SFG,8,0.5317460317460317,-2,1
1621422,127,2011-08-21,OAK,1,TOR,L,0,1,,57-70,3,15.5,2:30,0,16811,-1,0,57,70,-13,0.44881889763779526,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-08-21,2011-08-20,SFG,7,0.5275590551181102,-3,1
1623214,138,2011-09-02,OAK,1,SEA,W,9,2,,62-76,3,16.5,2:53,1,14972,2,1,62,76,-14,0.4492753623188406,Friday,2011,SFG,0,0,0,0,1,0,0,OAK2011-09-02,2011-08-31,SFG,7,0.5255474452554745,1,2
1623377,139,2011-09-03,OAK,1,SEA,W,3,0,,63-76,3,15.5,2:23,0,19732,3,1,63,76,-13,0.45323741007194246,Saturday,2011,SFG,0,0,0,0,0,1,0,OAK2011-09-03,2011-09-02,SFG,8,0.5289855072463768,2,1
1623540,140,2011-09-04,OAK,1,SEA,W,8,5,,64-76,3,15.5,3:04,0,19384,4,1,64,76,-12,0.45714285714285713,Sunday,2011,SFG,0,0,0,0,0,0,1,OAK2011-09-04,2011-09-03,SFG,7,0.5251798561151079,-1,1
